x,y
2.061768441242310679e-01,-2.004028051496749285e-01
-2.839689338435373855e-01,9.769064862783564951e-02
2.623580089560221262e-01,-1.094507456457000233e-01
4.679715219831928619e-01,2.416884922167707173e-01
4.716140392463084342e-03,-7.585248271189889979e-02
-1.229450715220940238e-01,2.306180245843593157e-01
-6.547448141036459057e-02,-4.755180222879384910e-01
-2.944466732381431986e-02,1.782615742587672358e-01
-3.613983358343035857e-01,-3.643231585335000022e-01
3.465909907513826244e-02,2.822338941706462739e-02
1.859879233826330358e-01,3.870660264526508687e-01
1.834506771148826099e-01,1.040868230989393101e-01
2.226277675878248485e-01,-2.405746319938862898e-01
-4.251123235538435685e-02,-3.090569926038694848e-01
-1.221939879378457217e-01,8.917404921546187579e-02
-3.956273792045183479e-01,-1.102571366066147085e-01
-5.008600737150334381e-02,-3.469763345812530014e-02
-2.732951480444215445e-02,-2.065887637452424319e-01
-8.056320009260559134e-02,3.589766916443725697e-01
4.152737571221226109e-01,-3.653367141047499794e-02
1.085127100633550834e-01,-3.597885815922151620e-01
-1.385581695234481825e-01,-7.668498247135578649e-02
3.578497078799002251e-01,-2.505646638934395654e-01
4.526939070530271170e-02,1.435576352191858807e-01
-4.188716838632852157e-01,3.323702303362148225e-01
1.348679062806804607e-01,5.779135862178411825e-02
-9.310774017864401064e-02,-1.322085876933300208e-01
3.607537776342655267e-01,-8.671825990679036394e-03
1.100401891793859749e-01,1.659938818521050630e-01
4.106497626996899464e-01,-4.541819248571400958e-01
3.255497836147614454e-01,-2.705182300977453380e-01
-3.149328304233739440e-01,3.732790296775350541e-02
-3.572843717390257190e-01,3.648467574756765752e-01
1.419343593241157719e-01,2.975538616349481247e-01
-4.953096700442244371e-01,9.620560484572698856e-02
7.665419094768381736e-02,-3.763164632286011835e-01
-3.285807282536986618e-01,1.511971512571902709e-01
-1.597175009602660456e-01,2.611222665822945377e-01
7.345086927674138177e-02,-1.058479049104448788e-01
4.702148265682152828e-01,3.903402980258241506e-01
-9.808089956755691730e-02,-4.719347163856562055e-01
-1.965718286770356815e-01,-1.036907236655858489e-01
1.114703876190129145e-01,2.258313348793030695e-01
-2.592509895261592701e-01,-1.473526015801800426e-01
-2.345753358002066469e-01,-1.726803810324996635e-01
3.430638891406098123e-01,8.492047136768170190e-02
3.452960358250899420e-01,-1.071375827737227199e-01
-2.942069564676543236e-01,3.992790727834236164e-01
-1.419562705798225188e-01,5.922386502580771761e-02
7.418239176421172199e-02,-3.271369201003330313e-02
4.204577761043704065e-01,-2.332041434281934833e-01
4.144916784542592714e-01,4.290102198724864424e-01
-2.869456891639681206e-01,6.034229099988235034e-02
3.073021336743284038e-01,-5.878028737493762312e-02
2.391514025308019153e-01,-3.593946496570722959e-01
7.211780939227296905e-02,3.564042510699388377e-01
-2.336106282335612128e-02,-2.834067298650655986e-01
-6.606823795301863811e-02,4.138951661401729654e-02
-4.253617183011255132e-01,-1.723689681174051525e-01
4.764582410148354708e-01,5.663442761357916078e-02
-9.284793885823791615e-02,2.533406148863629470e-01
2.811498406620676627e-01,-4.124748222927958063e-01
2.404065036838359815e-01,3.326691743636001064e-01
-3.172551638394829343e-01,3.167261492464644723e-01
-2.154522122647515858e-01,-2.032845059346541916e-01
1.690858706585936788e-01,-3.378382855763178427e-01
1.419561741701925173e-01,3.919027639284058950e-01
-6.784249431615863024e-02,3.185235393370766110e-01
9.740693228650623703e-02,-4.677103085951339612e-01
1.338308742417109454e-01,3.326431648005122588e-01
-2.238720477438234935e-01,4.035264484499161974e-01
2.381400724568256133e-01,-4.323402627276103360e-01
4.063984266191988382e-01,3.183013923700406811e-01
4.425376517376102825e-01,-3.380225917297272620e-01
-4.521824482166999504e-01,-3.396158998528921447e-01
6.809912557856778736e-02,-3.398168318183776848e-01
-4.066284711243375871e-02,2.950874476261305390e-01
3.982666383420998546e-01,1.264999036166282731e-01
-3.273635486028991237e-01,2.812099379880270700e-01
-9.149161133579317151e-02,1.431385762560871688e-01
-4.667248583668944795e-01,2.416132281456256081e-01
-6.560937458923223053e-02,-3.395924204265979296e-01
6.882833023639868542e-02,-4.411784953568234080e-01
3.264987466343786671e-01,1.114825555965028026e-01
-3.826872372870237515e-01,1.967385962593059257e-01
1.473758546827231564e-01,-3.747237842006005404e-01
2.839899978876517794e-01,2.437866279139783675e-03
-5.713632069629841909e-02,3.841504453357772256e-03
-2.943658059779668545e-01,-2.073219130456912529e-01
3.054716604898205512e-01,-3.036579451777062788e-01
-3.186924334495022659e-01,4.602243181707705855e-01
4.722588389840094436e-01,-4.126483318815336032e-01
-1.602472920061251693e-01,-3.947992357108404682e-01
-2.613340566519858355e-01,-3.873903157589918544e-01
-2.598202082048785555e-01,2.671702871295068560e-01
-4.244274558016294940e-01,-4.262412507958618368e-02
4.450555407810155018e-01,-1.663348276324907171e-01
2.709878374578112981e-01,3.022246227264457907e-01
-2.952349747547017289e-01,-8.947544222159002983e-03
-3.561455298258316970e-01,4.930329234349967171e-01
-4.302739899962457204e-01,-2.391294711675771567e-01
-3.378732774903570740e-02,-4.376631803555743327e-01
-3.552330243455686376e-01,-2.039223006304697883e-01
4.057953507246278568e-02,-2.377767484323712877e-01
1.033148095560464802e-01,-2.085779319658412900e-01
1.712695697549697638e-01,-4.750562926485639714e-01
-3.649851362990176318e-01,2.597470738086931630e-01
-4.314823490511165427e-01,2.531273706012465707e-01
2.371732524883604643e-01,4.794226127215848732e-01
-1.755375803958530712e-01,4.587974169619704612e-01
-3.203935982044585629e-01,4.260762373835497163e-01
3.414302649188649119e-01,3.552146803581486267e-01
-3.641578525858473192e-01,1.321400457006519924e-01
-1.761405559313045377e-01,6.500950427018542532e-02
1.418782990798452825e-01,-2.689640777030286589e-01
7.387762175254429520e-02,1.625437202340664078e-01
-2.346553071871432250e-02,4.044169014625995651e-01
1.411076608277914979e-01,4.316422519775288680e-01
-4.667688807130012107e-01,6.826467706849801906e-03
-1.427139751508511023e-01,3.332463532960514563e-01
2.064433009527873730e-01,4.609227156824138305e-01
4.459212950208805148e-01,4.168792228122946697e-01
-1.817922211225079243e-01,1.956457677113628280e-01
-2.282573754188147175e-01,-2.409164487474478866e-01
-1.396266836469808592e-01,-1.818824937498617345e-01
-9.443253437536786032e-02,-2.742242632344394915e-01
-3.633946843854095055e-01,-3.994774344523409071e-01
1.487522188251369781e-01,-1.090574818596192763e-01
3.398163994266666793e-02,-3.084837368017650516e-01
1.843341792487148134e-01,-2.365409909624639484e-01
