nu transmission_unfiltered transmission_filtered
0.683259827420901078 0.065883239122603285 0.077480172813278028
0.686193672099712382 0.058518053569823134 0.076428473986658085
0.689127516778523463 0.065417611045039681 0.075411822785328583
0.692061361457334656 0.060991142376036318 0.074438960751839006
0.694995206136145738 0.067287696212988815 0.073517093102689432
0.697929050814956820 0.066879400680117551 0.072651030131090991
0.700862895493767901 0.065024177461458721 0.071843018282875384
0.703796740172578983 0.067795290475833561 0.071093401706001272
0.706730584851390176 0.076083457746645045 0.070400007236733592
0.709664429530201368 0.068046319605491387 0.069758703493236943
0.712598274209012450 0.066048593359465252 0.069163420199276349
0.715532118887823532 0.068522340958050917 0.068607263352984213
0.718465963566634613 0.066169088350530772 0.068082238995315125
0.721399808245445806 0.062762495101863269 0.067580362658565304
0.724333652924256999 0.066712988595667377 0.067093420181288305
0.727267497603068080 0.067345343772239746 0.066613696138342601
0.730201342281879162 0.073553385063415522 0.066134959141521274
0.733135186960690244 0.069998215994080529 0.065652079627236612
0.736069031639501437 0.066947718417935648 0.065161723534254617
0.739002876318312518 0.064608555053121991 0.064662361034765498
0.741936720997123600 0.069381813912551535 0.064154445367951063
0.744870565675934904 0.070023984100235970 0.063640971925100778
0.747804410354745874 0.069078556742217093 0.063126076710960599
0.750738255033556956 0.061274854328275473 0.062615790534164620
0.753672099712368149 0.063943871440561559 0.062118164594905330
0.756605944391179230 0.059125578553433158 0.061641936399499483
0.759539789069990423 0.058463491745367240 0.061196598973935562
0.762473633748801505 0.065523194431368198 0.060791622000079031
0.765407478427612586 0.054554506733814241 0.060436648309462680
0.768341323106423668 0.048513287459199687 0.060140822016188651
0.771275167785234972 0.052953201713776411 0.059912144481152993
0.774209012464046054 0.058663894007579639 0.059756042372177381
0.777142857142857135 0.048474578559567535 0.059676937604999050
