nu transmission
1.889338273200000362 0.041050000000000003
1.888882681612499947 0.084419999999999995
1.888427090024999977 0.090579999999999994
1.887971498437500228 0.085519999999999999
1.887515906850000258 0.113750000000000004
1.887060315262500065 0.125500000000000000
1.886604723675000095 0.141210000000000002
1.886149132087500124 0.174880000000000008
1.885693540500000154 0.174940000000000012
1.885237948912500183 0.122520000000000004
1.884782357325000435 0.089950000000000002
1.884326765737500464 0.060269999999999997
1.883871174150000272 0.054260000000000003
1.883415582562500301 0.070989999999999998
1.882959990975000331 0.099040000000000003
1.882504399387500138 0.085940000000000003
1.882048807799999945 0.066820000000000004
1.881593216212500197 0.062530000000000002
1.881137624625000004 0.125269999999999992
1.880682033037500256 0.158650000000000013
1.880226441450000063 0.148850000000000010
1.879770849862500315 0.126480000000000009
1.879315258275000344 0.108799999999999994
1.878859666687500152 0.108499999999999999
1.878404075100000403 0.138869999999999993
1.877948483512500433 0.152189999999999992
1.877492891925000240 0.103800000000000003
1.877037300337500270 0.050659999999999997
1.876581708750000521 0.044679999999999997
1.876126117162500107 0.086879999999999999
1.875670525575000136 0.115120000000000000
1.875214933987499943 0.103090000000000001
1.874759342400000195 0.101970000000000005
1.874303750812500002 0.088870000000000005
1.873848159225000254 0.064240000000000005
1.873392567637500283 0.060479999999999999
1.872936976050000091 0.074550000000000005
1.872481384462500120 0.064659999999999995
1.872025792875000150 0.032509999999999997
1.871570201287500179 0.062560000000000004
1.871114609700000209 0.075880000000000003
1.870659018112500238 0.063640000000000002
1.870203426525000490 0.088929999999999995
1.869747834937499853 0.093090000000000006
1.869292243350000104 0.096110000000000001
1.868836651762500134 0.109329999999999997
1.868381060175000163 0.118700000000000000
1.867925468587500193 0.118929999999999994
1.867469877000000222 0.109179999999999999
1.867014285412500252 0.095729999999999996
1.866558693825000281 0.072580000000000006
1.866103102237500311 0.054500000000000000
1.865647510650000118 0.058549999999999998
1.865191919062500148 0.070150000000000004
1.864736327475000399 0.082419999999999993
1.864280735887500207 0.042930000000000003
1.863825144300000236 0.018350000000000002
1.863369552712500266 0.038850000000000003
1.862913961125000295 0.075600000000000001
1.862458369537500102 0.110579999999999998
1.862002777950000354 0.104740000000000000
1.861547186362500161 0.073660000000000003
1.861091594775000191 0.059790000000000003
1.860636003187500220 0.043839999999999997
1.860180411600000028 0.077780000000000002
1.859724820012500057 0.084849999999999995
1.859269228425000309 0.074340000000000003
1.858813636837500338 0.078549999999999995
1.858358045250000146 0.060569999999999999
1.857902453662500397 0.067330000000000001
1.857446862075000205 0.113239999999999993
1.856991270487500012 0.127739999999999992
1.856535678900000264 0.099419999999999994
1.856080087312500071 0.072590000000000002
1.855624495725000322 0.055160000000000001
1.855168904137500130 0.036620000000000000
1.854713314912500133 0.063710000000000003
1.854257723325000162 0.065949999999999995
1.853802131737499970 0.045490000000000003
1.853346540149999999 0.033489999999999999
1.852890948562500251 0.038280000000000002
1.852435356975000280 0.047309999999999998
1.851979765387500310 0.025810000000000000
1.851524173800000339 0.026769999999999999
1.851068582212500369 0.036209999999999999
1.850612990625000176 0.024400000000000002
1.850157399037500205 0.040579999999999998
1.849701807450000235 0.054510000000000003
1.849246215862500264 0.089859999999999995
1.848790624275000072 0.078380000000000005
1.848335032687500323 0.044850000000000001
1.847879441100000131 0.021810000000000000
1.847423849512500160 0.054789999999999998
1.846968257924999968 0.071190000000000003
1.846512666337500219 0.046640000000000001
1.846057074750000249 0.040770000000000001
1.845601483162500056 0.057669999999999999
1.845145891575000086 0.086440000000000003
1.844690299987500115 0.100169999999999995
1.844234708400000367 0.076799999999999993
1.843779116812500396 0.036370000000000000
1.843323525225000425 0.042240000000000000
1.842867933637500233 0.063610000000000000
1.842412342050000040 0.088650000000000007
1.841956750462500070 0.097309999999999994
1.841501158875000321 0.086400000000000005
1.841045567287500129 0.099210000000000007
1.840589975700000158 0.114970000000000003
1.840134384112500410 0.106740000000000002
1.839678792525000439 0.084959999999999994
1.839223200937500247 0.068220000000000003
1.838767609350000054 0.041329999999999999
1.838312017762500306 0.034020000000000002
1.837856426175000335 0.054170000000000003
1.837400834587500142 0.063820000000000002
1.836945243000000172 0.083769999999999997
